"Entry:","Transmembrane","DIBMA 10","DIBMA 12","DIBMA Glycerol","DIBMA Glucosamine","Amphipol 17","Amphipol 18","AASTY 6- 45","AASTY 11- 45","AASTY 6- 50","AASTY 11- 50","AASTY 6- 55","AASTY 11- 55","SMALP 502-E","SMALP 140-I","SMALP 300","SMALP 200","SMALP 140","DDM","DM","LMNG","Fos-12","Digitonin-A","RIPA"
"Q9C0K1 (SLC39A8)","6",NaN,NaN,NaN,NaN,0.089006,0.109509,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0284336,NaN,NaN,0.749058,0.744464,0.588935,0.980927,0.332165,0.705185
"Q9GZU1 (MCOLN1)","6",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.733431,NaN,NaN,0.60363,NaN,NaN
"Q9H0C2 (SLC25A31)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H172 (ABCG4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H1D0 (TRPV6)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H1K4 (SLC25A18)","6",0.513373,0.4303,0.25055,0.561945,0.73524,0.756181,0.335873,0.361567,0.469438,0.536875,0.490682,0.421317,0.639324,0.689513,0.840368,0.843021,NaN,0.686363,0.713253,0.825978,0.923896,0.466222,0.929162
"Q9H1U9 (SLC25A51)","6",NaN,NaN,NaN,NaN,0.639315,0.680909,NaN,0.0867987,0.874492,0.142303,0.347387,NaN,NaN,NaN,0.52144,0.714838,NaN,NaN,NaN,0.413338,0.548615,NaN,0.675285
"Q9H221 (ABCG8)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H222 (ABCG5)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H252 (KCNH6)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H295 (DCSTAMP)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H2D1 (SLC25A32)","6",NaN,NaN,NaN,NaN,0.487369,0.582943,NaN,NaN,0.0674135,NaN,0.0754708,0.0654653,NaN,NaN,0.540906,0.512949,NaN,0.786545,0.525797,0.816296,0.892678,0.152422,0.685758
"Q9H2S1 (KCNN2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H3M0 (KCNF1)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H8P0 (SRD5A3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9H920 (RNF121)","6",0.480041,0.636995,0.457308,0.514628,0.603066,0.603987,NaN,0.485653,0.364053,0.563136,0.571552,0.268366,0.556893,NaN,0.496499,0.721761,NaN,0.89396,0.804934,0.964466,0.733494,0.798472,0.821057
"Q9H936 (SLC25A22)","6",0.513373,0.4303,0.25055,0.561945,0.73524,0.756181,0.335873,0.361567,0.469438,0.536875,0.490682,0.421317,0.639324,0.689513,0.840368,0.843021,NaN,0.686363,0.713253,0.825978,0.923896,0.466222,0.929162
"Q9HA82 (CERS4)","6",NaN,NaN,NaN,NaN,0.621454,0.881156,0.300818,0.491958,0.586502,0.509788,0.524113,0.543647,0.625619,NaN,0.217651,0.894373,NaN,0.932591,0.768811,0.859284,0.963498,0.347674,0.830915
"Q9HBA0 (TRPV4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9HBY0 (NOX3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9HC07 (TMEM165)","6",0.768211,0.760133,0.729675,0.833336,0.882884,0.843255,0.52639,0.639117,0.720785,0.689515,0.694883,0.722564,0.800199,0.0707291,0.894039,0.864176,NaN,0.988314,0.957096,0.955762,0.912167,0.802362,0.896557
"Q9HC21 (SLC25A19)","6",0.391481,0.422594,0.287823,0.477422,0.874742,0.829122,0.534688,0.614249,0.622478,0.537399,0.654615,0.658211,0.628317,NaN,0.890962,0.893243,NaN,0.837001,0.675654,0.854246,0.897886,0.468886,0.977926
"Q9HC24 (TMBIM4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9HCC8 (GDPD2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9HCX4 (TRPC7)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NPH5 (NOX4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NQA5 (TRPV5)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NQW8 (CNGB3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NR82 (KCNQ5)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NS40 (KCNH7)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NSA2 (KCND1)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NVV5 (AIG1)","6",0.555857,NaN,0.542694,0.565083,0.381299,0.477153,0.2117,NaN,0.289422,0.368616,0.234281,0.462483,0.580369,NaN,0.473614,0.644831,NaN,0.924377,0.841908,0.842613,0.820673,0.592976,0.604075
"Q9NYZ2 (SLC25A37)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NZM6 (PKD2L2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NZQ8 (TRPM5)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9NZV8 (KCND2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9P035 (HACD3)","6",0.753466,0.746098,0.638954,0.76607,0.712775,0.639742,0.56263,0.6166,0.685896,0.598328,0.650811,0.58182,0.778159,0.239322,0.804418,0.798404,0.0142278,0.864705,0.812124,0.880878,0.932285,0.752028,0.887698
"Q9P0L9 (PKD2L1)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9P1Z3 (HCN3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UBN4 (TRPC4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UBX3 (SLC25A10)","6",0.590483,0.590676,0.456081,0.626487,0.798469,0.889232,0.391906,0.572423,0.524041,0.555533,0.539634,0.581436,0.712111,0.0516634,0.909327,0.827805,NaN,0.928138,0.86937,0.983735,0.970768,0.528446,0.955572
"Q9UGI6 (KCNN3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UHE8 (STEAP1)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UIX4 (KCNG1)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UJ96 (KCNG2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UJS0 (SLC25A13)","6",0.786408,0.764456,0.694907,0.791578,0.896415,0.871237,0.633816,0.745461,0.770238,0.732179,0.768968,0.748787,0.841867,0.65025,0.899341,0.897275,0.12121,0.954129,0.903483,0.987071,0.960062,0.674939,0.949073
"Q9UK17 (KCND3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UL51 (HCN2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UL62 (TRPC5)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9ULD8 (KCNH3)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9ULS6 (KCNS2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9UNQ0 (ABCG2)","6",0.355212,0.718318,NaN,0.427387,0.825368,0.891341,NaN,0.4321,0.433203,0.374368,NaN,0.494706,0.5287,NaN,0.752603,0.623025,NaN,0.915099,0.954796,0.807137,0.738991,0.679613,0.486901
"Q9UQ05 (KCNH4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9Y210 (TRPC6)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9Y3Q4 (HCN4)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9Y5S1 (TRPV2)","6",NaN,NaN,NaN,NaN,0.75009,0.792368,NaN,0.782149,0.738298,NaN,0.733925,0.695372,NaN,NaN,NaN,NaN,0.511116,NaN,NaN,0.860056,0.926494,NaN,NaN
"Q9Y5S8 (NOX1)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9Y5U4 (INSIG2)","6",,,,,,,,,,,,,,,,,,,,,,,
"Q9Y619 (SLC25A15)","6",0.335101,0.139464,NaN,0.388856,0.661545,0.635256,0.0,0.424764,0.602131,0.275919,0.470173,0.194662,0.550018,NaN,0.730386,0.705978,NaN,0.80904,0.730596,0.899199,0.960779,NaN,0.863031
"Q9Y6M5 (SLC30A1)","6",NaN,0.171947,0.330844,0.263807,0.732493,0.754278,NaN,0.29812,0.412524,NaN,NaN,0.437367,0.167353,NaN,0.712514,0.589933,NaN,0.781424,0.92902,0.908825,0.904513,0.468948,0.823094
"A0A096LPK9 (OR4N4C)","7",,,,,,,,,,,,,,,,,,,,,,,
"A0A0X1KG70 (OR4M2B)","7",,,,,,,,,,,,,,,,,,,,,,,
"A1L3X0 (ELOVL7)","7",NaN,NaN,0.527407,NaN,NaN,0.590422,NaN,0.468861,NaN,0.546284,NaN,NaN,NaN,NaN,NaN,0.864982,NaN,0.746955,0.784199,0.866266,0.891506,0.596946,NaN
"A3KFT3 (OR2M5)","7",,,,,,,,,,,,,,,,,,,,,,,
"A4D2G3 (OR2A25)","7",,,,,,,,,,,,,,,,,,,,,,,
"A5D6W6 (FITM1)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NCV1 (OR6C74)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6ND48 (OR14I1)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NDH6 (OR5H15)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NDL8 (OR6C68)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NDP7 (MYADML2)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NDV4 (TMEM8B)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NET4 (OR5K3)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NF89 (OR6C6)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NGY5 (OR51F1)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NH00 (OR2T8)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NHA9 (OR4C46)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NHG9 (OR5H14)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NI61 (MYMK)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NIJ9 (OR6C70)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NJY1 (SLC9B1P1)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NJZ3 (OR6C65)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NKK0 (OR5H1)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NL08 (OR6C75)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NL26 (OR5B21)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NM03 (OR2AG2)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NM76 (OR6C76)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NMS3 (OR5K4)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NMU1 (OR52A4P)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NMZ5 (OR4C45)","7",,,,,,,,,,,,,,,,,,,,,,,
"A6NND4 (OR2AT4)","7",,,,,,,,,,,,,,,,,,,,,,,
"A8MYU2 (KCNU1)","7",,,,,,,,,,,,,,,,,,,,,,,
"B2RN74 (OR11H12)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00144 (FZD9)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00155 (GPR25)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00219 (HAS3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00222 (GRM8)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00254 (F2RL2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00270 (GPR31)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00398 (P2RY10)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00421 (CCRL2)","7",,,,,,,,,,,,,,,,,,,,,,,
"A8MYU2 (KCNU1)","7",,,,,,,,,,,,,,,,,,,,,,,
"B2RN74 (OR11H12)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00144 (FZD9)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00155 (GPR25)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00219 (HAS3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00222 (GRM8)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00254 (F2RL2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00270 (GPR31)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00398 (P2RY10)","7",,,,,,,,,,,,,,,,,,,,,,,
"O00421 (CCRL2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O15303 (GRM6)","7",,,,,,,,,,,,,,,,,,,,,,,
"O15354 (GPR37)","7",,,,,,,,,,,,,,,,,,,,,,,
"O15529 (GPR42)","7",,,,,,,,,,,,,,,,,,,,,,,
"O15552 (FFAR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43193 (MLNR)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43194 (GPR39)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43292 (GPAA1)","7",0.517235,0.476461,0.392325,0.553903,0.754329,0.684837,0.0246613,0.347616,0.408207,0.393666,0.179624,0.348777,0.600402,NaN,0.760915,0.689074,NaN,0.830678,0.748695,0.881898,0.91658,0.756024,0.880239
"O43603 (GALR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43613 (HCRTR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43614 (HCRTR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43731 (KDELR3)","7",0.47057,0.492037,0.485623,0.463445,NaN,NaN,NaN,0.104112,NaN,NaN,NaN,0.132926,0.409978,NaN,NaN,NaN,NaN,0.920261,0.766969,0.961104,0.811886,0.391778,0.794954
"O43749 (OR1F1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O43869 (OR2T1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60241 (ADGRB2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60242 (ADGRB3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60353 (FZD6)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60403 (OR10H2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60404 (OR10H3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60412 (OR7C2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60431 (OR1I1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60478 (GPR137B)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60755 (GALR3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60883 (GPR37L1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O60931 (CTNS)","7",,,,,,,,,,,,,,,,,,,,,,,
"O75084 (FZD7)","7",,,,,,,,,,,,,,,,,,,,,,,
"O75352 (MPDU1)","7",0.588322,0.590683,0.55333,0.426953,0.785245,0.657821,0.56903,0.680412,0.692638,0.655971,0.676214,0.668427,0.624482,0.0017694,0.683892,0.771985,NaN,0.925054,0.843628,0.86993,0.871628,0.736421,0.830691
"O75388 (GPR32)","7",,,,,,,,,,,,,,,,,,,,,,,
"O75473 (LGR5)","7",,,,,,,,,,,,,,,,,,,,,,,
"O75751 (SLC22A3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O75783 (RHBDL1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O75844 (ZMPSTE24)","7",0.66686,0.745386,0.727477,0.783731,0.866043,0.84444,0.562578,0.704335,0.685249,0.669677,0.711755,0.709851,0.777894,0.161227,0.869047,0.856544,0.0759851,0.989983,0.976092,0.977145,0.956789,0.83173,0.932002
"O75899 (GABBR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O76000 (OR2B3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O76001 (OR2J3)","7",,,,,,,,,,,,,,,,,,,,,,,
"O76002 (OR2J2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O76062 (TM7SF2)","7",0.132655,0.170549,0.273992,0.391056,0.664649,0.726692,0.296608,0.492046,NaN,0.420378,0.393902,0.533871,0.57719,NaN,0.81699,0.26145,NaN,0.884836,0.610009,0.687722,0.826147,0.518957,0.751074
"O76099 (OR7C1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O76100 (OR7A10)","7",,,,,,,,,,,,,,,,,,,,,,,
"O94910 (ADGRL1)","7",NaN,NaN,0.291525,NaN,0.660427,0.28564,NaN,NaN,NaN,NaN,NaN,NaN,0.511403,NaN,NaN,0.703603,NaN,0.681532,0.895506,0.849047,0.719306,0.49821,NaN
"O95006 (OR2F2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95007 (OR6B1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95013 (OR4F21)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95047 (OR2A4)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95136 (S1PR2)","7",NaN,NaN,NaN,NaN,0.963607,0.214147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.351425,NaN,NaN,0.798654,0.626021,NaN,NaN,NaN,NaN
"O95221 (OR5F1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95222 (OR6A2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95371 (OR2C1)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95490 (ADGRL2)","7",NaN,NaN,0.291525,NaN,0.660427,0.28564,NaN,NaN,NaN,NaN,NaN,NaN,0.511403,NaN,NaN,0.703603,NaN,0.681532,0.895506,0.849047,0.719306,0.49821,NaN
"O95665 (NTSR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95800 (GPR75)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95838 (GLP2R)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95918 (OR2H2)","7",,,,,,,,,,,,,,,,,,,,,,,
"O95977 (S1PR4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P00414 (MT-CO3)","7",0.364719,0.514337,0.393994,0.357034,0.834018,0.661688,0.153511,0.442936,0.294866,0.219824,0.42413,0.423607,0.513625,NaN,0.714177,0.651361,NaN,0.904857,0.915156,0.927155,0.564191,0.531209,0.682703
"P03999 (OPN1SW)","7",,,,,,,,,,,,,,,,,,,,,,,
"P04000 (OPN1LW)","7",,,,,,,,,,,,,,,,,,,,,,,
"P04001 (OPN1MW)","7",,,,,,,,,,,,,,,,,,,,,,,
"P04201 (MAS1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P07550 (ADRB2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08100 (RHO)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08172 (CHRM2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08173 (CHRM4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08588 (ADRB1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08908 (HTR1A)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08912 (CHRM5)","7",,,,,,,,,,,,,,,,,,,,,,,
"P08913 (ADRA2A)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C604 (OR4A8)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C617 (OR5AL1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C623 (OR4Q2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C626 (OR5G3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C628 (OR5AC1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C629 (OR10J4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C645 (OR4E1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C646 (OR52Z1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C7N1 (OR8U8)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C7N5 (OR8U9)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C7N8 (OR9G9)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C7Q5 (SLC35G4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C7T2 (OR2T7)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0C7T3 (OR56A5)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DMS8 (ADORA3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DMU2 (OR8G3P)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DN77 (OPN1MW2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DN78 (OPN1MW3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DN80 (OR5H8)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DN81 (OR13C7)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DN82 (OR12D1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DQD5 (NPY4R2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DSN6 (TAS2R33)","7",,,,,,,,,,,,,,,,,,,,,,,
"P0DTE0 (TAS2R36)","7",,,,,,,,,,,,,,,,,,,,,,,
"P11229 (CHRM1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P13945 (ADRB3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P14416 (DRD2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P16473 (TSHR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P18089 (ADRA2B)","7",,,,,,,,,,,,,,,,,,,,,,,
"P18825 (ADRA2C)","7",,,,,,,,,,,,,,,,,,,,,,,
"P20309 (CHRM3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21452 (TACR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21453 (S1PR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21462 (FPR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21554 (CNR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21728 (DRD1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21730 (C5AR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21731 (TBXA2R)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21917 (DRD4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P21918 (DRD5)","7",,,,,,,,,,,,,,,,,,,,,,,
"P22888 (LHCGR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P23945 (FSHR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P24390 (KDELR1)","7",0.703373,0.74489,0.558031,0.848378,0.460095,0.845285,NaN,0.686931,0.781765,0.177885,0.625567,0.584343,0.772261,NaN,NaN,0.703557,NaN,0.970606,0.714607,0.94819,0.827891,0.4475,0.851563
"P24530 (EDNRB)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25021 (HRH2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25024 (CXCR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25025 (CXCR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25089 (FPR3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25090 (FPR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25100 (ADRA1D)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25101 (EDNRA)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25103 (TACR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25105 (PTAFR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25106 (ACKR3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P25116 (F2R)","7",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.903052,0.792426,NaN,0.986786,NaN,NaN
"P25929 (NPY1R)","7",,,,,,,,,,,,,,,,,,,,,,,
"P28221 (HTR1D)","7",,,,,,,,,,,,,,,,,,,,,,,
"P28222 (HTR1B)","7",,,,,,,,,,,,,,,,,,,,,,,
"P28223 (HTR2A)","7",,,,,,,,,,,,,,,,,,,,,,,
"P28335 (HTR2C)","7",,,,,,,,,,,,,,,,,,,,,,,
"P28336 (NMBR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P28566 (HTR1E)","7",,,,,,,,,,,,,,,,,,,,,,,
"P29274 (ADORA2A)","7",,,,,,,,,,,,,,,,,,,,,,,
"P29275 (ADORA2B)","7",,,,,,,,,,,,,,,,,,,,,,,
"P29371 (TACR3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30411 (BDKRB2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30518 (AVPR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30542 (ADORA1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30550 (GRPR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30556 (AGTR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30559 (OXTR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30872 (SSTR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30874 (SSTR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30939 (HTR1F)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30953 (OR1E1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30954 (OR10J1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30968 (GNRHR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30988 (CALCR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P30989 (NTSR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P31391 (SSTR4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32238 (CCKAR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32239 (CCKBR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32241 (VIPR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32245 (MC4R)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32246 (CCR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32247 (BRS3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32248 (CCR7)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32249 (GPR183)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32302 (CXCR5)","7",,,,,,,,,,,,,,,,,,,,,,,
"P32745 (SSTR3)","7",,,,,,,,,,,,,,,,,,,,,,,
"P33032 (MC5R)","7",,,,,,,,,,,,,,,,,,,,,,,
"P33947 (KDELR2)","7",0.0,NaN,0.599738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.272669,1.0
"P34969 (HTR7)","7",,,,,,,,,,,,,,,,,,,,,,,
"P34972 (CNR2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P34981 (TRHR)","7",,,,,,,,,,,,,,,,,,,,,,,
"P34982 (OR1D2)","7",,,,,,,,,,,,,,,,,,,,,,,
"P34995 (PTGER1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P34998 (CRHR1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35346 (SSTR5)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35348 (ADRA1A)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35367 (HRH1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35368 (ADRA1B)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35372 (OPRM1)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35408 (PTGER4)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35410 (MAS1L)","7",,,,,,,,,,,,,,,,,,,,,,,
"P35414 (APLNR)","7",,,,,,,,,,,,,,,,,,,,,,,
