"Entry:","Transmembrane","DIBMA 10","DIBMA 12","DIBMA Glycerol","DIBMA Glucosamine","Amphipol 17","Amphipol 18","AASTY 6- 45","AASTY 11- 45","AASTY 6- 50","AASTY 11- 50","AASTY 6- 55","AASTY 11- 55","SMALP 502-E","SMALP 140-I","SMALP 300","SMALP 200","SMALP 140","DDM","DM","LMNG","Fos-12","Digitonin-A","RIPA"
"Q8N4C9 (C17orf78)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N4H5 (TOMM5)","1",0.547495,0.499516,0.477587,0.6236,0.864481,0.853974,0.146786,0.626349,0.59239,0.478263,0.552585,0.327596,0.70741,NaN,0.848888,0.852652,NaN,0.995656,0.791463,0.946919,0.901434,0.587972,0.802588
"Q8N4K4 (RPRML)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N4L4 (SPEM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N539 (FIBCD1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N5D6 (GBGT1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N5G0 (SMIM20)","1",0.359405,0.546324,0.447756,0.655662,0.83833,0.807763,0.434549,0.507643,0.652292,0.593531,0.708766,0.61545,0.831169,0.0625597,0.933532,0.729399,NaN,0.940027,0.833132,0.952772,0.869026,0.585052,0.951707
"Q8N5K1 (CISD2)","1",0.806463,0.750776,0.713088,0.835611,0.943722,0.913773,0.767405,0.860732,0.810777,0.881691,0.848231,0.848834,0.854833,0.325637,0.873396,0.940105,0.15363,0.901012,0.892962,0.931112,0.946762,0.824273,0.975592
"Q8N5Y8 (PARP16)","1",0.601813,0.58709,0.476319,0.547949,0.740586,0.586654,0.382748,0.469495,0.519828,0.491896,0.469595,0.637888,0.738563,NaN,0.795069,0.733866,NaN,0.766866,0.727506,0.862564,0.876647,0.738945,0.9356
"Q8N608 (DPP10)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6G5 (CSGALNACT2)","1",0.517579,0.533435,0.398397,0.5134,0.437198,0.477896,0.262993,0.625739,0.253017,0.186466,0.29746,0.147611,0.675646,NaN,0.539253,0.816744,NaN,0.757428,0.733655,0.919892,0.738948,0.764556,0.631029
"Q8N6K0 (TEX29)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6L0 (KASH5)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6P7 (IL22RA1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6Q1 (TMCO5A)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6R1 (SERP2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N6Y1 (PCDH20)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N743 (KIR3DL3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N766 (EMC1)","1",0.701292,0.739229,0.655259,0.779727,0.859361,0.835099,0.615098,0.724463,0.732244,0.709578,0.731573,0.714495,0.811824,0.0286995,0.874025,0.867862,NaN,0.890162,0.859447,0.934143,0.984078,0.798778,0.927825
"Q8N7C0 (LRRC52)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N7C7 (RNF148)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N7P1 (PLD5)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N7S6 (ARIH2OS)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N7X8 (SIGLECL1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N8F7 (LSMEM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N8J7 (FAM241A)","1",0.617598,0.572281,0.422688,0.604689,0.854397,0.810947,0.0,0.448607,0.29204,0.392002,0.378674,0.482597,0.566668,NaN,0.89902,0.877842,NaN,0.967534,0.986903,0.939279,0.848548,0.843955,0.777515
"Q8N8N0 (RNF152)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N8Z6 (DCBLD1)","1",0.558838,0.0951328,NaN,NaN,0.565924,0.585028,NaN,NaN,NaN,0.00818521,0.561829,NaN,0.619367,0.333327,0.708084,0.10502,NaN,0.183684,0.706603,0.763002,0.598184,0.518575,0.633863
"Q8N912 (NRAC)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N967 (LRTM2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N9F0 (NAT8L)","1",NaN,NaN,NaN,NaN,0.887241,0.79432,0.301705,NaN,0.119773,NaN,0.546726,0.0834092,NaN,NaN,0.570355,0.549026,NaN,0.71341,NaN,0.298017,NaN,NaN,NaN
"Q8N9I0 (SYT2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N9M5 (TMEM102)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8N9R8 (SCAI)","1",0.687731,0.618111,0.307814,0.52895,0.494583,0.834465,0.350531,0.343401,0.53101,0.387441,0.369871,0.203182,0.617878,NaN,0.460382,0.537235,0.47876,0.457392,0.531038,0.438961,0.654605,0.421417,0.529267
"Q8N9W7","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NA58 (PNLDC1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NAC3 (IL17RC)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NAN2 (MIGA1)","1",NaN,0.345822,NaN,0.205734,0.807479,NaN,0.0,NaN,0.453857,0.280578,NaN,0.479942,0.569423,NaN,0.777512,0.77288,NaN,0.648015,NaN,0.802284,0.971883,NaN,0.750944
"Q8NAT1 (POMGNT2)","1",0.573786,0.593716,0.318567,0.535661,0.842019,0.688794,0.260775,0.477489,0.555743,0.508709,0.425887,0.464367,0.624,NaN,0.843175,0.734154,NaN,0.832717,0.778115,0.882335,0.913458,0.626622,0.904036
"Q8NAU1 (FNDC5)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NB59 (SYT14)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NBF6 (AVL9)","1",0.578968,0.757383,0.462543,0.670326,0.449452,0.474461,0.308246,0.393049,0.33974,0.308907,NaN,NaN,0.511427,0.904016,0.461459,0.583399,0.287906,0.702461,0.648393,0.652047,0.656403,0.845027,0.62916
"Q8NBI6 (XXYLT1)","1",0.37335,0.302259,0.335426,0.515363,0.706187,0.833024,0.148169,0.537315,0.411253,0.555842,0.40492,0.348716,0.595794,0.164487,0.74557,0.729039,NaN,0.901889,0.866311,0.892575,0.936443,0.570431,0.792943
"Q8NBJ4 (GOLM1)","1",0.699669,0.790477,0.702148,0.807481,0.943013,0.952753,0.673806,0.739394,0.759721,0.768106,0.794241,0.751828,0.830292,0.365644,0.952238,0.89708,NaN,0.954557,0.919393,0.953672,0.952018,0.832599,0.949449
"Q8NBR0 (TP53I13)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NBU5 (ATAD1)","1",0.696929,0.674744,0.678624,0.775492,0.883626,0.800229,0.619124,0.644252,0.712819,0.722177,0.756671,0.743077,0.773601,0.658771,0.863028,0.910144,0.0990853,0.903804,0.833163,0.930859,0.997107,0.713347,0.958463
"Q8NBV8 (SYT8)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NBZ7 (UXS1)","1",0.696748,0.630548,0.363824,0.560251,0.624496,0.730154,0.313762,0.495701,0.45428,0.417067,0.520782,0.40616,0.630352,0.006599,0.740492,0.662892,NaN,0.868101,0.784419,0.920983,0.909904,0.617518,0.852494
"Q8NC01 (CLEC1A)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NC24 (RELL2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NC42 (RNF149)","1",NaN,NaN,NaN,NaN,0.236301,NaN,0.107844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0489855,0.432293,NaN,0.660534,0.47139,0.095941,NaN,0.173993,0.632559
"Q8NC54 (KCT2)","1",0.421704,NaN,0.577489,0.68036,0.450909,0.664728,0.572221,0.703454,0.655203,0.672939,0.697921,0.695473,0.478178,0.186559,0.0,0.804211,NaN,0.879812,0.859318,0.700427,0.917493,0.496156,0.887855
"Q8NC67 (NETO2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NCG5 (CHST4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NCH0 (CHST14)","1",0.500712,0.480694,0.439822,0.582753,0.681524,0.825954,0.526905,0.568233,0.530205,0.589323,0.503333,0.607909,0.57265,0.847049,0.719049,0.554997,NaN,0.716737,0.684015,0.836755,0.818447,0.535716,0.850166
"Q8NCL4 (GALNT6)","1",0.146606,0.506455,0.317108,0.596249,0.774081,0.820961,0.2417,0.20945,0.365627,0.235864,0.588484,0.170058,0.623404,0.00986339,0.913203,0.744107,NaN,0.814196,0.565417,0.832098,0.827163,0.511195,0.906577
"Q8NCL9 (APCDD1L)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NCQ3 (LINC00301)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NCR0 (B3GALNT2)","1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.333856,NaN,0.909076,NaN,NaN,NaN
"Q8NCU8 (MTLN)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NCW0 (KREMEN2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NCW6 (GALNT11)","1",0.683234,0.564864,0.501911,0.56938,0.775242,0.830809,0.245517,0.342378,0.441351,0.611661,0.663327,NaN,0.682434,0.382664,0.783401,0.878746,NaN,0.939322,0.829423,0.892476,0.940198,0.519706,0.813707
"Q8ND61 (C3orf20)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8ND94 (LRRN4CL)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NDB6 (FAM156A)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NDV1 (ST6GALNAC3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NDY8 (TMEM52)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NEA5 (C19orf18)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NEN9 (PDZD8)","1",0.416855,0.556004,0.480079,0.70106,0.835225,0.758297,0.294395,0.584285,0.477713,0.587153,0.59215,0.626949,0.64706,0.196655,0.901455,0.863811,NaN,0.890192,0.878885,0.892468,0.944618,0.618643,0.904124
"Q8NEQ5 (C1orf162)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NER5 (ACVR1C)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NES3 (LFNG)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NET5 (NFAM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NET6 (CHST13)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NEW7 (TMIE)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NF37 (LPCAT1)","1",0.717696,0.756631,0.650299,0.792173,0.837187,0.821403,0.720459,0.74564,0.776007,0.789747,0.788619,0.739554,0.805863,0.533955,0.903214,0.859923,0.123656,0.949326,0.926953,0.965553,0.924589,0.849022,0.956168
"Q8NF91 (SYNE1)","1",0.897311,0.842751,0.662959,0.92753,0.698704,0.49277,0.482347,0.499435,0.578464,0.549669,0.696552,0.508023,0.722503,0.815458,0.715259,0.886611,0.718819,0.728235,0.811131,0.817284,0.663673,0.674755,0.713557
"Q8NFL0 (B3GNT7)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFM7 (IL17RD)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFQ8 (TOR1AIP2)","1",0.752618,0.753533,0.739585,0.819041,0.865778,0.878724,0.706527,0.722,0.733718,0.764771,0.771315,0.696766,0.804765,0.7099,0.845801,0.891815,0.129604,0.972251,0.952397,0.983348,0.910954,0.881203,0.90992
"Q8NFR9 (IL17RE)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFT8 (DNER)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFY4 (SEMA6D)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFZ3 (NLGN4Y)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFZ4 (NLGN2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NFZ8 (CADM4)","1",NaN,NaN,NaN,0.208587,0.283464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.746572,0.785032,0.601645,0.518245,0.106329,0.382945
"Q8NHJ6 (LILRB4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NHK3 (KIR2DL5B)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NHL6 (LILRB1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NHP6 (MOSPD2)","1",0.397997,0.450076,0.435296,0.322317,0.821952,0.745763,0.0976941,0.457762,0.241988,0.59975,0.303857,0.540775,0.579446,0.640001,0.785268,0.796582,NaN,0.887503,0.951479,0.885583,0.763692,0.797738,0.88727
"Q8NHY0 (B4GALNT2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NI17 (IL31RA)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NI28 (LINC01006)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8NI60 (COQ8A)","1",0.383594,0.559715,0.294195,0.562971,0.576546,0.659977,0.348231,0.49627,0.429661,0.353381,0.539524,0.401762,0.625145,0.48031,0.618692,0.554557,0.208733,0.484912,0.335329,0.645527,0.842071,0.234214,0.817106
"Q8TAB3 (PCDH19)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TAQ9 (SUN3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TAV4 (STOML3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TB68 (PRR7)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TB96 (ITFG1)","1",0.12762,0.364143,0.174995,0.368959,0.563951,0.512369,0.196725,0.275342,0.461335,0.250727,0.324692,0.303225,0.444811,NaN,0.69409,0.474262,NaN,0.94643,0.842084,0.85235,0.81393,0.546731,0.759489
"Q8TBA6 (GOLGA5)","1",0.875749,0.867607,0.805861,0.84286,0.952767,0.911007,0.647759,0.786376,0.76098,0.765733,0.782433,0.734374,0.907809,0.62103,0.969168,0.892617,0.0593343,0.969824,0.973605,0.975556,0.920666,0.835833,0.961883
"Q8TBE3 (FNDC9)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TBF5 (PIGX)","1",0.26575,NaN,NaN,0.441804,0.394266,0.461716,NaN,NaN,NaN,0.189449,NaN,NaN,0.470986,NaN,0.580809,0.443167,NaN,0.842383,0.830704,0.810422,0.837549,0.515111,0.791391
"Q8TBM8 (DNAJB14)","1",NaN,NaN,NaN,NaN,NaN,0.219238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.155046,0.76311,NaN,NaN,0.853346,NaN,NaN,NaN,NaN,NaN
"Q8TBP5 (FAM174A)","1",0.303819,0.41233,0.474675,NaN,0.36679,0.221729,0.279144,NaN,0.403025,0.39767,0.440252,0.297457,NaN,NaN,0.538662,0.432885,NaN,0.754427,0.84158,0.771356,0.706786,0.511362,0.782364
"Q8TBQ9 (TMEM167A)","1",0.696787,0.448849,0.41855,0.464645,0.532787,0.511288,0.133094,0.309294,0.287528,0.217114,0.294259,0.252816,0.678095,NaN,0.466762,0.490147,NaN,0.899171,0.835451,0.830028,0.627765,0.601415,0.537853
"Q8TC12 (RDH11)","1",0.533492,0.495358,0.336678,0.569146,0.704935,0.688248,0.166744,0.443402,0.387137,0.398553,0.370005,0.411237,0.623107,0.312056,0.755196,0.845534,NaN,0.860845,0.818729,0.940061,0.826041,0.702668,0.860609
"Q8TC27 (ADAM32)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TC36 (SUN5)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TC41 (RNF217)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TCG1 (CIP2A)","1",0.630105,0.53821,0.506387,0.657199,0.778456,0.462687,0.0204488,0.292349,0.000351434,0.276898,0.3845,0.521288,0.769131,0.0861598,0.79051,0.830898,NaN,0.784233,0.793405,0.769391,0.966145,0.505037,0.917112
"Q8TCP9 (FAM200A)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TCW7 (ZPLD1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TCY5 (MRAP)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TCZ2 (CD99L2)","1",0.591967,0.569064,0.153532,0.450952,0.872246,0.567848,0.0,0.227289,0.405501,0.158602,0.621785,NaN,0.515511,0.568072,0.459544,0.80617,NaN,0.821962,0.897602,0.892967,0.79674,0.550138,0.643174
"Q8TD07 (RAET1E)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TD46 (CD200R1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TD84 (DSCAML1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDB4 (MGARP)","1",0.82208,0.914227,NaN,NaN,0.478023,0.52398,NaN,NaN,0.418807,NaN,0.390409,0.383363,0.95682,0.349458,0.638245,0.593739,NaN,0.644264,0.792777,0.851837,0.757594,0.421622,0.46086
"Q8TDF5 (NETO1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDQ0 (HAVCR2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDQ1 (CD300LF)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDW7 (FAT3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDX6 (CSGALNACT1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TDY8 (IGDCC4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TE99 (PXYLP1)","1",0.427742,0.197938,0.466858,NaN,0.752427,0.937128,0.387476,NaN,NaN,0.328493,0.449896,NaN,0.360596,NaN,0.628363,0.89767,NaN,0.649244,0.677326,0.620316,0.484512,0.597465,0.795359
"Q8TEB7 (RNF128)","1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.449576,0.778277,NaN,0.43246,0.519225,NaN,0.706542,NaN,NaN
"Q8TED1 (GPX8)","1",0.406231,0.585573,0.341732,0.229706,0.618934,0.697428,0.140544,0.216269,0.403627,0.41528,0.364612,0.25999,0.458542,NaN,0.695608,0.701045,NaN,0.697141,0.488414,0.705522,0.604515,0.271282,0.897507
"Q8TEF2 (C10orf105)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TEM1 (NUP210)","1",0.68666,0.746446,0.671717,0.770818,0.904177,0.826594,0.630041,0.74732,0.744807,0.774999,0.791347,0.774901,0.839724,0.290036,0.935883,0.89506,NaN,0.892097,0.89795,0.903543,0.984971,0.766751,0.948478
"Q8TEY5 (CREB3L4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TF08 (COX7B2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8TF66 (LRRC15)","1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Q8WTT0 (CLEC4C)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WU67 (ABHD3)","1",NaN,NaN,NaN,NaN,NaN,0.624731,NaN,0.102114,0.646604,NaN,0.484524,0.435941,NaN,NaN,NaN,NaN,NaN,0.688017,0.799866,0.634152,0.800257,0.605647,0.836632
"Q8WUT4 (LRRN4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WUY8 (NAT14)","1",0.730407,0.736782,0.637625,0.793177,0.826565,0.910343,0.478405,0.737325,0.596218,0.698697,0.614846,0.725465,0.758191,0.0,0.869584,0.885226,NaN,0.839028,0.797408,0.885868,0.970307,0.74188,0.967866
"Q8WV48 (CCDC107)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WVI0 (SMIM4)","1",NaN,0.537506,NaN,NaN,0.672136,0.848375,NaN,0.0467025,0.190577,NaN,0.299647,0.161387,0.678016,NaN,0.963349,0.805137,NaN,0.789817,0.774506,0.91292,0.92645,NaN,0.890876
"Q8WVN6 (SECTM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WVQ1 (CANT1)","1",0.713991,0.691884,0.560115,0.60706,0.801666,0.773005,0.551993,0.53497,0.683539,0.619028,0.691436,0.558446,0.723089,0.0707471,0.818652,0.682791,NaN,0.957396,0.909774,0.927162,0.970814,0.731655,0.920754
"Q8WVV5 (BTN2A2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WVX3 (C4orf3)","1",NaN,0.139496,0.465073,NaN,0.949916,0.914046,0.0413967,0.618425,0.699539,0.538569,0.55272,0.55311,0.351641,NaN,0.172534,0.667304,NaN,0.769951,0.866673,0.908839,0.379972,0.420161,0.664237
"Q8WVX9 (FAR1)","1",0.514617,0.482675,0.328449,0.477116,0.767047,0.64981,0.0139939,0.513438,0.48718,0.549254,0.485213,0.556679,0.661014,NaN,0.865835,0.802536,NaN,0.727278,0.702696,0.841139,0.967572,0.678654,0.859346
"Q8WVZ7 (RNF133)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WW52 (FAM151A)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WW62 (TMED6)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWB7 (GLMP)","1",0.422929,0.44477,0.472476,0.567024,0.601011,0.58317,0.456741,0.228614,0.346203,0.194823,0.306645,NaN,0.355175,0.881466,0.545267,0.736111,NaN,0.910397,0.837426,0.844338,0.8498,0.733338,0.890658
"Q8WWF3 (SSMEM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWF5 (ZNRF4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWG1 (NRG4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWG9 (KCNE4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWP7 (GIMAP1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWQ8 (STAB2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWU5 (TCP11)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WWV6 (FCAMR)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WXH0 (SYNE2)","1",0.736498,0.736522,0.573879,0.822345,0.720864,0.497594,0.358717,0.304411,0.359125,0.486099,0.475258,0.610129,0.808274,0.413873,0.816567,0.888727,0.406052,0.804803,0.816423,0.808428,0.971939,0.71721,0.947091
"Q8WXH2 (JPH3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WXI7 (MUC16)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WXI8 (CLEC4D)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WY21 (SORCS1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WYK1 (CNTNAP5)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WZ04 (TOMT)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WZ59 (TMEM190)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q8WZA1 (POMGNT1)","1",0.535949,0.490055,0.384713,0.737181,0.826147,0.858676,0.474487,0.599376,0.533276,0.576346,0.631906,0.475964,0.61662,NaN,0.819782,0.890556,NaN,0.965147,0.791752,0.938609,0.894785,0.665312,0.922952
"Q902F8 (ERVK-8)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q902F9 (HERVK_113)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92185 (ST8SIA1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92186 (ST8SIA2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92187 (ST8SIA4)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92478 (CLEC2B)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92537 (SUSD6)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92542 (NCSTN)","1",0.491101,0.591415,0.424165,0.534263,0.742204,0.703156,0.385596,0.473003,0.323405,0.524726,0.388293,0.542618,0.544254,0.0872882,0.69506,0.673135,NaN,0.942749,0.956906,0.801817,0.848401,0.724447,0.738409
"Q92611 (EDEM1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92617 (NPIPB3)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92629 (SGCD)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92637 (FCGR1B)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92643 (PIGK)","1",0.48621,0.468672,0.270426,0.538429,0.717046,0.65663,0.106931,0.378932,0.260412,0.42797,0.383227,0.153763,0.559957,NaN,0.824352,0.835369,NaN,0.820854,0.765638,0.962601,0.841909,0.72748,0.862925
"Q92673 (SORL1)","1",NaN,NaN,NaN,NaN,0.59325,0.224522,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.73251,0.660477,NaN,NaN,0.642461,NaN,0.674421,NaN,0.455772
"Q92692 (NECTIN2)","1",0.410705,0.43322,0.0,0.40951,0.72891,0.733194,0.480934,0.558297,0.551215,0.476694,0.57383,0.468905,0.528324,0.319687,0.686665,0.738857,NaN,0.855583,0.970256,0.819542,0.801771,0.787653,0.697497
"Q92729 (PTPRU)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92813 (DIO2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92823 (NRCAM)","1",NaN,NaN,NaN,NaN,0.100907,0.164938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.685568,NaN,NaN,NaN,NaN,0.863114
"Q92824 (PCSK5)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92838 (EDA)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92854 (SEMA4D)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92859 (NEO1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92896 (GLG1)","1",0.798804,0.801029,0.75852,0.827096,0.906607,0.917529,0.743043,0.750648,0.770897,0.772585,0.819913,0.747321,0.82719,0.59383,0.883167,0.885407,0.177403,0.924685,0.939407,0.922103,0.966318,0.844156,0.968555
"Q92932 (PTPRN2)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92935 (EXTL1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92956 (TNFRSF14)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q92968 (PEX13)","1",NaN,NaN,0.20599,0.408324,0.860258,0.93715,NaN,0.295344,0.0,0.496556,0.424759,0.623227,NaN,NaN,0.814743,0.788853,NaN,0.937343,0.682435,0.917357,0.775917,0.759621,0.814438
"Q93033 (CD101)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q93038 (TNFRSF25)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q93063 (EXT2)","1",0.550821,0.661415,0.560674,0.717712,0.903039,0.750385,0.561094,0.602162,0.534634,0.631276,0.399151,0.375037,0.754131,NaN,0.888796,0.779651,NaN,0.853928,0.869256,0.960071,0.941675,0.795781,0.987923
"Q95460 (MR1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q969F0 (FATE1)","1",,,,,,,,,,,,,,,,,,,,,,,
"Q969N2 (PIGT)","1",0.614459,0.64385,0.343805,0.653038,0.822359,0.765341,0.229476,0.479955,0.412119,0.465197,0.516632,0.525013,0.716921,NaN,0.85002,0.838582,NaN,0.932524,0.848503,0.952349,0.973893,0.81982,0.940551
